731926,0.9,17.6,0,3.7,-2.1,84.2,4.4,8.1
731927,2.6,15.8,0,5,0.2,87.8,57.3,5.8
731928,6.2,12.3,0,9.8,2.5,93,30.2,11.7
731929,5.9,12.6,0,9,2.6,84,216,15.1
731930,1.9,16.5,0,3.7,0.1,82.4,174.3,13.9
731931,2,16.5,0,3.6,0.2,83.5,6.8,8.5
731932,2.7,15.7,0,4.9,0.5,89.7,11.8,6.7
731933,1.6,16.7,0,4.4,-1.2,88.4,2.3,5.1
731934,1.6,16.9,0,4,-1,89.7,0.3,6
731935,5.4,13.1,0,7.8,2.9,90.4,0.3,8.2
731936,5.1,13.3,0,7.9,2.2,80.1,48.8,16.7
731937,-0.3,18.8,0,3.1,-4,83.3,28.8,9.4
731938,-3.5,21.9,0,-0.6,-6.6,85.9,4.8,6.6
731939,-1.6,20.1,0,1,-4.3,82.3,2.8,7.6
731940,1,17.4,0,3.3,-1.4,81.4,4.4,7.9
731941,3,14.8,0,4.9,0.8,85.9,3.7,8.1
731942,4,14.2,0,6.3,1.7,79.9,4.8,10.8
731943,4.3,13.8,0,6.9,1.5,81.4,12.6,10
731944,2,15.8,0,4.4,-0.3,82.5,24.6,7.9
731945,0.1,18.3,0,2.2,-2.1,90.5,1.8,3.2
731946,-0.4,18.4,0,1.5,-2.3,90.3,1.8,5.2
731947,-2.4,20.8,0,-0.6,-4.3,89.8,8.4,5.4
731948,-3.4,21.7,0,-1.3,-5.5,85.8,8.1,6.5
731949,-4.8,23.2,0,-2.2,-7.4,81.8,0.3,3.9
731950,-3.5,21.8,0,-1.1,-6.1,87.6,1.1,7.2
731951,-2.3,20.8,0,-0.4,-4.6,90.5,10.2,6.3
731952,-0.6,18.3,0,2.4,-4.1,88,10,8.1
731953,2.6,15.9,0,4.4,0.5,94,93.1,5.4
731954,1.8,16.6,0,3.5,-0.3,91.8,8.5,7
731955,2.8,15.7,0,4.7,0.8,94.1,62.6,6.6
731956,3.5,15,0.1,5.4,1.5,92,43,6.4
731957,5.5,13.1,0,8.3,2.2,91,43.1,10
731958,4.7,13.7,0,6.6,2.8,86.8,232.6,9.5
731959,5.5,13,0,7.7,3.2,89.2,117.4,11.4
731960,4.2,14.2,0,6,2.2,80.6,105.9,12.9
731961,2.7,15.8,0,4.1,1.2,88.6,49.1,9.6
731962,3.4,15,0,5.4,1.3,85.4,35.6,12.3
731963,3,15.3,0,4.8,1.2,86.2,32.4,8.8
731964,0.2,18.3,0,2.3,-2.2,85.5,29.5,7
731965,0.4,18,0,2.8,-2,89.4,10.2,10.4
731966,0.9,17.3,0,3,-1.1,86.9,131.4,7
731967,-2.1,20.6,0,-0.2,-4.2,81.9,8.5,4.3
731968,-3.7,22.2,0,-1.2,-6.2,81.9,0.2,4.4
731969,-2.9,21.3,0,0,-6,80.4,0.2,5
731970,-3.3,21.8,0,-0.5,-6.2,79.1,4.6,5.8
731971,-0.9,19.3,0,1,-2.8,93.5,15.4,4.7
731972,-1.8,20.2,0,0,-4,92.6,7.2,4.7
731973,-3,21.2,0,-1.5,-4.3,91.8,41.7,4.3
731974,-1.7,20.2,0,0.1,-3.6,89.4,19.6,7.1
731975,-1.5,20.1,0,0.5,-3.7,87.4,30.1,10.4
731976,-0.3,18.8,0,1.9,-2.6,79.9,20.5,11.5
731977,2.9,15.5,0,7,-1.3,74.8,29.4,13.1
731978,7,11.4,0,9.8,4.2,78,49,13.5
731979,8,10.5,0,10,5.8,84.8,89.6,10.1
731980,9.8,8.8,0,12.3,7.1,83,44.6,9.3
731981,10.1,8.4,0,13,7,74.6,20.4,10.6
731982,10.4,8.1,0,13.3,7.2,74.1,3.8,11.6
731983,10.4,8.1,0,12.9,7.7,75,8.1,9.6
731984,7.1,11.4,0,10.6,3.5,74.7,20.5,15
731985,3,15.6,0,4.9,0.7,84.3,75.5,14.9
731986,1.3,17.2,0,2.8,-0.3,82.6,63.3,12.6
731987,1.3,17.1,0,3.6,-1,85.3,8.8,9.4
731988,1.4,17.1,0,3.9,-1.2,91,87,7.4
